店铺名	订单号	会员名称	店铺所在地	消费金额	菜品名称	菜品单价	消费数量（单个菜品）	菜品成本	菜品类别	菜品口味	点餐时间
私房小站（番禺分店）	20160801452	曾耀扬	广州	167	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-01 21:20:10
私房小站（越秀分店）	20160802342	苗家畅	广州	109	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-02 12:10:24
私房小站（福田分店）	20160802365	姜晗昱	深圳	146	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-02 13:23:07
私房小站（天河分店）	20160802491	孙铎洫	广州	134	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-02 21:54:04
私房小站（福田分店）	20160803281	徐子轩	深圳	394	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-03 14:09:19
私房小站（福田分店）	20160803137	胡競涛	深圳	197	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-03 14:04:55
私房小站（天河分店）	20160803670	王祥业	广州	580	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-03 17:26:33
私房小站（天河分店）	20160803660	曾天	广州	560	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-03 20:53:46
私房小站（盐田分店）	20160803619	周钰彤	深圳	720	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-03 21:02:53
私房小站（盐田分店）	20160804302	牛明硕	深圳	634	白饭/小碗	1	8	0.5	米饭类	原味	2016-08-04 11:17:39
私房小站（福田分店）	20160804547	卢子翰	深圳	501	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-04 17:51:26
私房小站（天河分店）	20160804443	柴启泽	广州	837	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-04 21:32:23
私房小站（福田分店）	20160805382	董泽力	深圳	470	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-05 12:46:57
私房小站（福田分店）	20160805313	胡百邑	深圳	279	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-05 13:50:51
私房小站（天河分店）	20160805610	王振鸣	广州	139	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-05 18:48:58
私房小站（福田分店）	20160805681	张蒂菲	深圳	980	白饭/小碗	1	8	0.5	米饭类	原味	2016-08-05 20:28:01
私房小站（天河分店）	20160805617	黄曼玉	广州	368	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-05 22:06:06
私房小站（福田分店）	20160806311	张小雨	深圳	402	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-06 13:11:06
私房小站（越秀分店）	20160806878	牛金文	广州	325	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-06 13:48:25
私房小站（越秀分店）	20160806856	周子轩	广州	113	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-06 13:16:03
私房小站（罗湖分店）	20160806872	刘爱梅	深圳	405	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-06 13:59:30
私房小站（天河分店）	20160806750	牛炎春	广州	237	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-06 17:18:43
私房小站（越秀分店）	20160806447	柴豪逊	广州	642	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-06 17:21:18
私房小站（天河分店）	20160806475	张大鹏	广州	142	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-06 19:22:39
私房小站（番禺分店）	20160806508	崔雨泽	广州	259	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-06 20:49:28
私房小站（罗湖分店）	20160807201	辛钿	深圳	119	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-07 11:19:54
私房小站（福田分店）	20160807201	李雨杉	深圳	374	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-07 11:19:54
私房小站（福田分店）	20160807871	王树朋	深圳	661	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-07 11:15:56
私房小站（盐田分店）	20160807854	冯晓婷	深圳	149	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-07 13:32:42
私房小站（罗湖分店）	20160807396	蔡锦诚	深圳	184	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-07 13:43:11
私房小站（福田分店）	20160807568	李明军	深圳	398	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-07 18:27:40
私房小站（罗湖分店）	20160808306	李鑫月	深圳	218	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-08 11:47:22
私房小站（顺德分店）	20160808473	赵伟民	佛山	319	白饭/小碗	1	3	0.5	米饭类	原味	2016-08-08 20:16:18
私房小站（禅城分店）	20160808516	孙静波	佛山	138	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-08 22:01:47
私房小站（罗湖分店）	20160809285	王静	深圳	147	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-09 12:24:54
私房小站（越秀分店）	20160809242	麦凯泽	广州	224	白饭/小碗	1	3	0.5	米饭类	原味	2016-08-09 13:29:38
私房小站（越秀分店）	20160809751	徐宇皓	广州	407	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-09 17:41:25
私房小站（盐田分店）	20160809478	高雷	深圳	485	白饭/小碗	1	7	0.5	米饭类	原味	2016-08-09 20:07:01
私房小站（罗湖分店）	20160809772	唐轩	深圳	129	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-09 21:22:06
私房小站（罗湖分店）	20160810344	冷雨凡	深圳	134	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-10 13:30:16
私房小站（越秀分店）	20160810678	张蒂菲	广州	160	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-10 17:55:05
私房小站（天河分店）	20160811726	俞子昕	广州	364	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-11 17:41:35
私房小站（番禺分店）	20160811498	高家茂	广州	175	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-11 20:12:08
私房小站（天河分店）	20160812389	夏茂天	广州	213	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-12 13:48:26
私房小站（天河分店）	20160812699	俞金元	广州	185	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-12 18:17:43
私房小站（番禺分店）	20160812453	易子歆	广州	378	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-12 18:19:16
私房小站（越秀分店）	20160812623	李海峰	广州	510	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-12 19:05:46
私房小站（番禺分店）	20160812510	崔浩晖	广州	169	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-12 19:15:08
私房小站（福田分店）	20160812686	汪文昊	深圳	332	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-12 20:37:10
私房小站（珠海分店）	20160813842	李伟泽	珠海	125	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-13 11:05:06
私房小站（番禺分店）	20160813786	王柯萌	广州	675	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-13 11:28:20
私房小站（越秀分店）	20160813901	孙翌皓	广州	767	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-13 11:46:49
私房小站（福田分店）	20160813843	赵月琼	深圳	173	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-13 12:32:19
私房小站（盐田分店）	20160813667	余思言	深圳	354	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-13 18:22:08
私房小站（越秀分店）	20160813654	龚倩	广州	511	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-13 19:17:36
私房小站（福田分店）	20160814809	关庭	深圳	514	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-14 11:38:20
私房小站（越秀分店）	20160814340	沈杰	广州	232	白饭/小碗	1	3	0.5	米饭类	原味	2016-08-14 12:32:21
私房小站（天河分店）	20160814567	宁水灵	广州	456	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-14 20:22:29
私房小站（福田分店）	20160814522	仲志强	深圳	165	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-14 20:40:46
私房小站（盐田分店）	20160815277	孙膑	深圳	149	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-15 11:46:18
私房小站（罗湖分店）	20160815715	卓佳凝	深圳	143	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-15 17:15:21
私房小站（福田分店）	20160815550	黄青芸	深圳	157	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-15 17:54:09
私房小站（福田分店）	20160815625	吴冬雨	深圳	767	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-15 19:23:38
私房小站（越秀分店）	20160815664	国睿霄	广州	560	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-15 20:49:07
私房小站（福田分店）	20160815766	艾文茜	深圳	702	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-15 21:40:30
私房小站（禅城分店）	20160816172	高梓稳	佛山	242	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-16 14:05:22
私房小站（罗湖分店）	20160816553	于靖	深圳	406	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-16 17:24:58
私房小站（福田分店）	20160816535	徐若晴	深圳	128	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-16 18:31:58
私房小站（福田分店）	20160816770	李小东	深圳	225	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-16 21:25:08
私房小站（福田分店）	20160816727	孙晨旭	深圳	153	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-16 21:24:09
私房小站（福田分店）	20160817401	牛常乐	深圳	172	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-17 13:42:39
私房小站（盐田分店）	20160817707	黄曼玉	深圳	1060	白饭/小碗	1	8	0.5	米饭类	原味	2016-08-17 18:18:42
私房小站（番禺分店）	20160817729	易坝茕	广州	238	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-17 18:20:23
私房小站（福田分店）	20160817513	张大鹏	深圳	784	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-17 18:39:01
私房小站（罗湖分店）	20160817632	苗雨谷	深圳	140	白饭/小碗	1	3	0.5	米饭类	原味	2016-08-17 20:30:57
私房小站（盐田分店）	20160818713	刘爱梅	深圳	159	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-18 19:05:38
私房小站（天河分店）	20160818633	唐丹丹	广州	163	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-18 19:48:51
私房小站（罗湖分店）	20160818538	沙琦	深圳	126	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-18 20:12:29
私房小站（天河分店）	20160818581	徐慧瑜	广州	233	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-18 20:52:10
私房小站（福田分店）	20160818708	胡意林	深圳	551	白饭/小碗	1	5	0.5	米饭类	原味	2016-08-18 21:11:26
私房小站（盐田分店）	20160818564	木博谨	深圳	679	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-18 21:59:03
私房小站（越秀分店）	20160819440	牛午彤	广州	154	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-19 17:10:28
私房小站（福田分店）	20160819480	姜妮妮	深圳	112	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-19 18:51:55
私房小站（盐田分店）	20160819769	关凯月	深圳	810	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-19 19:57:24
私房小站（罗湖分店）	20160819586	关庭	深圳	471	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-19 20:36:43
私房小站（番禺分店）	20160819714	冷奉啸	广州	452	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-19 21:54:03
私房小站（越秀分店）	20160820851	莫子建	广州	301	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-20 11:22:02
私房小站（福田分店）	20160820869	高婧琪	深圳	311	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-20 12:29:29
私房小站（番禺分店）	20160820876	胡木亮	广州	445	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-20 12:30:09
私房小站（福田分店）	20160820629	孙廷阳	深圳	349	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-20 18:23:07
私房小站（福田分店）	20160821877	高炳德	深圳	186	白饭/小碗	1	3	0.5	米饭类	原味	2016-08-21 12:21:06
私房小站（珠海分店）	20160821286	杨依萱	珠海	131	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-21 12:50:17
私房小站（珠海分店）	20160821790	易柯轩	珠海	425	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-21 13:58:33
私房小站（番禺分店）	20160821791	蒲达智	广州	301	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-21 14:11:23
私房小站（罗湖分店）	20160822559	荆丰朵	深圳	562	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-22 17:40:24
私房小站（天河分店）	20160823305	许和怡	广州	144	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-23 12:32:58
私房小站（盐田分店）	20160823321	林子菡	深圳	369	白饭/小碗	1	5	0.5	米饭类	原味	2016-08-23 12:35:29
私房小站（盐田分店）	20160823435	姜妮妮	深圳	398	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-23 13:27:56
私房小站（番禺分店）	20160823252	陶成芳	广州	111	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-23 13:17:46
私房小站（越秀分店）	20160823572	黄文轩	广州	612	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-23 17:14:13
私房小站（天河分店）	20160824753	黄青芸	广州	164	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-24 20:12:53
私房小站（天河分店）	20160825271	张馥雨	广州	96	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-25 11:47:35
私房小站（番禺分店）	20160825345	张建涛	广州	456	白饭/小碗	1	3	0.5	米饭类	原味	2016-08-25 11:45:59
私房小站（越秀分店）	20160825199	张昭阳	广州	124	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-25 13:59:40
私房小站（越秀分店）	20160825590	玉小倩	广州	172	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-25 18:45:28
私房小站（天河分店）	20160825518	艾文茜	广州	594	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-25 20:00:16
私房小站（盐田分店）	20160826627	玉小倩	深圳	224	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-26 20:37:49
私房小站（福田分店）	20160827834	张记宝	深圳	167	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-27 11:05:25
私房小站（天河分店）	20160827303	陈明杰	广州	277	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-27 14:05:12
私房小站（越秀分店）	20160828867	许高阳	广州	172	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-28 11:27:32
私房小站（越秀分店）	20160828874	唐丹丹	广州	76	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-28 13:04:11
私房小站（福田分店）	20160828885	魏程雪	深圳	126	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-28 13:07:52
私房小站（番禺分店）	20160828883	于靖	广州	670	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-28 13:16:35
私房小站（越秀分店）	20160828700	魏巍	广州	341	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-28 19:19:38
私房小站（天河分店）	20160828450	曾天	广州	701	白饭/小碗	1	8	0.5	米饭类	原味	2016-08-28 19:38:57
私房小站（天河分店）	20160829332	文若凝	广州	201	白饭/小碗	1	4	0.5	米饭类	原味	2016-08-29 11:58:14
私房小站（福田分店）	20160829775	王静	深圳	164	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-29 18:00:16
私房小站（天河分店）	20160830387	李靖	广州	551	白饭/小碗	1	6	0.5	米饭类	原味	2016-08-30 12:07:09
私房小站（盐田分店）	20160830446	张大鹏	深圳	143	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-30 18:15:24
私房小站（盐田分店）	20160830671	吴秋雨	深圳	163	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-30 19:32:06
私房小站（番禺分店）	20160830515	刘凤兰	广州	143	白饭/小碗	1	2	0.5	米饭类	原味	2016-08-30 21:58:08
私房小站（番禺分店）	20160831336	张昭阳	广州	131	白饭/小碗	1	1	0.5	米饭类	原味	2016-08-31 14:03:14
私房小站（天河分店）	20160801622	徐骏太	广州	164	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-01 17:40:18
私房小站（福田分店）	20160802365	姜晗昱	深圳	146	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-02 13:22:01
私房小站（番禺分店）	20160803649	王瑾轩	广州	350	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-03 21:29:39
私房小站（福田分店）	20160804547	卢子翰	深圳	501	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-04 17:54:44
私房小站（珠海分店）	20160804669	沈磊	珠海	1006	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-04 21:23:23
私房小站（越秀分店）	20160804557	沈瑶	广州	1023	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-04 22:07:39
私房小站（盐田分店）	20160806266	张馥雨	深圳	335	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-06 12:35:20
私房小站（盐田分店）	20160806690	李孩立	深圳	1000	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-06 17:32:20
私房小站（罗湖分店）	20160807782	张娜	深圳	142	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-07 11:20:52
私房小站（罗湖分店）	20160807607	沈飞	深圳	850	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-07 19:24:02
私房小站（禅城分店）	20160809635	赵烜熙	佛山	255	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-09 18:08:41
私房小站（珠海分店）	20160810294	张馥雨	珠海	155	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-10 13:10:05
私房小站（天河分店）	20160811366	刘斌义	广州	317	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-11 11:54:48
私房小站（番禺分店）	20160812630	胡意林	广州	432	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-12 20:28:08
私房小站（珠海分店）	20160813882	陈庆胜	珠海	516	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-13 12:43:39
私房小站（番禺分店）	20160814190	辛庚明	广州	378	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-14 11:48:32
私房小站（福田分店）	20160814745	王柯萌	深圳	915	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-14 21:23:37
私房小站（罗湖分店）	20160815715	卓佳凝	深圳	143	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-15 17:06:16
私房小站（罗湖分店）	20160818426	方皓文	深圳	1053	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-18 13:15:52
私房小站（盐田分店）	20160818514	张娜	深圳	728	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-18 19:54:01
私房小站（盐田分店）	20160819769	关凯月	深圳	810	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-19 20:03:52
私房小站（天河分店）	20160819490	卓小楚	广州	703	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-19 20:13:37
私房小站（番禺分店）	20160819560	董兴	广州	617	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-19 21:03:03
私房小站（福田分店）	20160820895	张建涛	深圳	585	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-20 12:21:31
私房小站（番禺分店）	20160820873	刑欣悦	广州	704	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-20 12:41:30
私房小站（天河分店）	20160823217	陶永潮	广州	579	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-23 12:15:50
私房小站（番禺分店）	20160824741	屈慧芳	广州	263	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-24 18:00:06
私房小站（天河分店）	20160824527	黄碧萍	广州	306	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-24 19:51:32
私房小站（天河分店）	20160824733	习有汐	广州	800	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-24 20:17:19
私房小站（福田分店）	20160826554	袁昊天	深圳	708	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-26 19:51:15
私房小站（番禺分店）	20160827606	李海峰	广州	459	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-27 19:18:38
私房小站（番禺分店）	20160828883	于靖	广州	670	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-28 13:13:53
私房小站（福田分店）	20160829775	王静	深圳	164	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-29 17:51:16
私房小站（越秀分店）	20160831599	关凯月	广州	729	肉丁茄子	39	1	23.0	果菜类	爽口	2016-08-31 18:17:28
私房小站（天河分店）	20160801622	徐骏太	广州	164	番茄蛋汤	25	1	13.0	家禽类	清淡	2016-08-01 17:43:29
私房小站（天河分店）	20160801486	艾文茜	广州	443	番茄蛋汤	25	1	13.0	家禽类	清淡	2016-08-01 20:35:26
私房小站（福田分店）	20160801448	苗秋兰	深圳	609	番茄蛋汤	25	1	13.0	家禽类	清淡	2016-08-01 21:41:46
私房小站（福田分店）	20160802719	刘爱梅	深圳	306	番茄蛋汤	25	1	13.0	家禽类	清淡	2016-08-02 19:30:22
私房小站（番禺分店）	20160805652	申鹭达	广州	346	番茄蛋汤	25	1	13.0	家禽类	清淡	2016-08-05 18:54:22
私房小站（番禺分店）	20160806814	夏雪	广州	331	番茄蛋汤	25	1	13.0	家禽类	清淡	2016-08-06 11:57:48
私房小站（福田分店）	20160806865	夏昊然	深圳	794	番茄蛋汤	25	1	13.0	家禽类	清淡	2016-08-06 13:01:19
